Date,Season,Year,Month,Hour,Holiday,Weekday,Working Day,Weather Situation,Temperature,Apparent Temperature,Humidity,Wind Speed,Casual User,Registered User,Total Count,Recency,Rental Category
2011-01-03,Spring,2011,Jan,4,0,Monday,1,Clear,0.16,0.1364,47.0,0.3881,0,1,1,728,Low
2011-01-03,Spring,2011,Jan,5,0,Monday,1,Clear,0.16,0.1364,47.0,0.2836,0,3,3,728,Low
2011-01-03,Spring,2011,Jan,6,0,Monday,1,Clear,0.14,0.1061,50.0,0.3881,0,30,30,728,Low
2011-01-03,Spring,2011,Jan,7,0,Monday,1,Clear,0.14,0.1364,50.0,0.194,1,63,64,728,Medium
2011-01-03,Spring,2011,Jan,8,0,Monday,1,Clear,0.14,0.1212,50.0,0.2836,1,153,154,728,High
2011-01-03,Spring,2011,Jan,9,0,Monday,1,Clear,0.16,0.1364,43.0,0.3881,7,81,88,728,Medium
2011-01-03,Spring,2011,Jan,10,0,Monday,1,Clear,0.18,0.1667,43.0,0.2537,11,33,44,728,Low
2011-01-03,Spring,2011,Jan,11,0,Monday,1,Clear,0.2,0.1818,40.0,0.3284,10,41,51,728,Medium
2011-01-03,Spring,2011,Jan,12,0,Monday,1,Clear,0.22,0.2121,35.0,0.2985,13,48,61,728,Medium
2011-01-03,Spring,2011,Jan,13,0,Monday,1,Clear,0.24,0.2121,35.0,0.2836,8,53,61,728,Medium
2011-01-03,Spring,2011,Jan,14,0,Monday,1,Clear,0.26,0.2424,30.0,0.2836,11,66,77,728,Medium
2011-01-03,Spring,2011,Jan,15,0,Monday,1,Clear,0.26,0.2424,30.0,0.2537,14,58,72,728,Medium
2011-01-03,Spring,2011,Jan,16,0,Monday,1,Clear,0.26,0.2424,30.0,0.2537,9,67,76,728,Medium
2011-01-03,Spring,2011,Jan,17,0,Monday,1,Clear,0.24,0.2273,30.0,0.2239,11,146,157,728,High
2011-01-03,Spring,2011,Jan,18,0,Monday,1,Clear,0.24,0.2576,32.0,0.1045,9,148,157,728,High
2011-01-03,Spring,2011,Jan,19,0,Monday,1,Clear,0.2,0.2576,47.0,0.0,8,102,110,728,Medium
2011-01-03,Spring,2011,Jan,20,0,Monday,1,Clear,0.2,0.2273,47.0,0.1045,3,49,52,728,Medium
2011-01-03,Spring,2011,Jan,21,0,Monday,1,Clear,0.18,0.197,64.0,0.1343,3,49,52,728,Medium
2011-01-03,Spring,2011,Jan,22,0,Monday,1,Clear,0.14,0.1515,69.0,0.1343,0,20,20,728,Low
2011-01-03,Spring,2011,Jan,23,0,Monday,1,Clear,0.18,0.2121,55.00000000000001,0.1045,1,11,12,728,Low
2011-01-04,Spring,2011,Jan,0,0,Tuesday,1,Clear,0.16,0.1818,55.00000000000001,0.1045,0,5,5,727,Low
2011-01-04,Spring,2011,Jan,1,0,Tuesday,1,Clear,0.16,0.1818,59.0,0.1045,0,2,2,727,Low
2011-01-04,Spring,2011,Jan,2,0,Tuesday,1,Clear,0.14,0.1515,63.0,0.1343,0,1,1,727,Low
2011-01-04,Spring,2011,Jan,4,0,Tuesday,1,Clear,0.14,0.1818,63.0,0.0896,0,2,2,727,Low
2011-01-04,Spring,2011,Jan,5,0,Tuesday,1,Clear,0.12,0.1515,68.0,0.1045,0,4,4,727,Low
2011-01-04,Spring,2011,Jan,6,0,Tuesday,1,Clear,0.12,0.1515,74.0,0.1045,0,36,36,727,Low
2011-01-04,Spring,2011,Jan,7,0,Tuesday,1,Clear,0.12,0.1515,74.0,0.1343,2,92,94,727,Medium
2011-01-04,Spring,2011,Jan,8,0,Tuesday,1,Clear,0.14,0.1515,69.0,0.1642,2,177,179,727,High
2011-01-04,Spring,2011,Jan,9,0,Tuesday,1,Clear,0.16,0.1515,64.0,0.2239,2,98,100,727,Medium
2011-01-04,Spring,2011,Jan,10,0,Tuesday,1,Misty,0.16,0.1364,69.0,0.3284,5,37,42,727,Low
2011-01-04,Spring,2011,Jan,11,0,Tuesday,1,Clear,0.22,0.2121,51.0,0.2985,7,50,57,727,Medium
2011-01-04,Spring,2011,Jan,12,0,Tuesday,1,Clear,0.22,0.2273,51.0,0.1642,12,66,78,727,Medium
2011-01-04,Spring,2011,Jan,13,0,Tuesday,1,Clear,0.24,0.2273,56.00000000000001,0.194,18,79,97,727,Medium
2011-01-04,Spring,2011,Jan,14,0,Tuesday,1,Clear,0.26,0.2576,52.0,0.2239,9,54,63,727,Medium
2011-01-04,Spring,2011,Jan,15,0,Tuesday,1,Clear,0.28,0.2727,52.0,0.2537,17,48,65,727,Medium
2011-01-04,Spring,2011,Jan,16,0,Tuesday,1,Clear,0.3,0.2879,49.0,0.2537,15,68,83,727,Medium
2011-01-04,Spring,2011,Jan,17,0,Tuesday,1,Clear,0.28,0.2727,48.0,0.2239,10,202,212,727,High
2011-01-04,Spring,2011,Jan,18,0,Tuesday,1,Clear,0.26,0.2576,48.0,0.194,3,179,182,727,High
2011-01-04,Spring,2011,Jan,19,0,Tuesday,1,Clear,0.24,0.2576,48.0,0.1045,2,110,112,727,Medium
2011-01-04,Spring,2011,Jan,20,0,Tuesday,1,Clear,0.24,0.2576,48.0,0.1045,1,53,54,727,Medium
2011-01-04,Spring,2011,Jan,21,0,Tuesday,1,Clear,0.22,0.2727,64.0,0.0,0,48,48,727,Low
2011-01-04,Spring,2011,Jan,22,0,Tuesday,1,Clear,0.22,0.2576,64.0,0.0896,1,34,35,727,Low
2011-01-04,Spring,2011,Jan,23,0,Tuesday,1,Clear,0.2,0.2273,69.0,0.0896,2,9,11,727,Low
2011-01-05,Spring,2011,Jan,0,0,Wednesday,1,Clear,0.2,0.2576,64.0,0.0,0,6,6,726,Low
2011-01-05,Spring,2011,Jan,1,0,Wednesday,1,Clear,0.16,0.197,74.0,0.0896,0,6,6,726,Low
2011-01-05,Spring,2011,Jan,2,0,Wednesday,1,Clear,0.16,0.197,74.0,0.0896,0,2,2,726,Low
2011-01-05,Spring,2011,Jan,4,0,Wednesday,1,Clear,0.24,0.2273,48.0,0.2239,0,2,2,726,Low
2011-01-05,Spring,2011,Jan,5,0,Wednesday,1,Clear,0.22,0.2273,47.0,0.1642,0,3,3,726,Low
2011-01-05,Spring,2011,Jan,6,0,Wednesday,1,Clear,0.2,0.197,47.0,0.2239,0,33,33,726,Low
2011-01-05,Spring,2011,Jan,7,0,Wednesday,1,Clear,0.18,0.1818,43.0,0.194,1,87,88,726,Medium
2011-01-05,Spring,2011,Jan,8,0,Wednesday,1,Clear,0.2,0.1818,40.0,0.2985,3,192,195,726,High
2011-01-05,Spring,2011,Jan,9,0,Wednesday,1,Clear,0.22,0.197,37.0,0.3284,6,109,115,726,Medium
2011-01-05,Spring,2011,Jan,10,0,Wednesday,1,Clear,0.22,0.197,37.0,0.3284,4,53,57,726,Medium
2011-01-05,Spring,2011,Jan,11,0,Wednesday,1,Clear,0.26,0.2273,33.0,0.3284,12,34,46,726,Low
2011-01-05,Spring,2011,Jan,12,0,Wednesday,1,Clear,0.26,0.2273,33.0,0.3284,5,74,79,726,Medium
2011-01-05,Spring,2011,Jan,13,0,Wednesday,1,Clear,0.28,0.2576,30.0,0.2985,6,65,71,726,Medium
2011-01-05,Spring,2011,Jan,14,0,Wednesday,1,Clear,0.3,0.2879,28.000000000000004,0.194,10,52,62,726,Medium
2011-01-05,Spring,2011,Jan,15,0,Wednesday,1,Clear,0.3,0.2879,28.000000000000004,0.194,7,55,62,726,Medium
2011-01-05,Spring,2011,Jan,16,0,Wednesday,1,Clear,0.3,0.3182,28.000000000000004,0.0896,4,85,89,726,Medium
2011-01-05,Spring,2011,Jan,17,0,Wednesday,1,Clear,0.24,0.2273,38.0,0.194,4,186,190,726,High
2011-01-05,Spring,2011,Jan,18,0,Wednesday,1,Clear,0.24,0.2424,38.0,0.1343,3,166,169,726,High
2011-01-05,Spring,2011,Jan,19,0,Wednesday,1,Clear,0.24,0.2576,38.0,0.1045,5,127,132,726,Medium
2011-01-05,Spring,2011,Jan,20,0,Wednesday,1,Clear,0.22,0.2273,47.0,0.1642,7,82,89,726,Medium
2011-01-05,Spring,2011,Jan,21,0,Wednesday,1,Clear,0.2,0.197,51.0,0.194,3,40,43,726,Low
2011-01-05,Spring,2011,Jan,22,0,Wednesday,1,Clear,0.18,0.197,55.00000000000001,0.1343,1,41,42,726,Low
2011-01-05,Spring,2011,Jan,23,0,Wednesday,1,Clear,0.2,0.2576,47.0,0.0,1,18,19,726,Low
2011-01-06,Spring,2011,Jan,0,0,Thursday,1,Clear,0.18,0.2424,55.00000000000001,0.0,0,11,11,725,Low
2011-01-06,Spring,2011,Jan,1,0,Thursday,1,Clear,0.16,0.2273,64.0,0.0,0,4,4,725,Low
2011-01-06,Spring,2011,Jan,2,0,Thursday,1,Clear,0.16,0.2273,64.0,0.0,0,2,2,725,Low
2011-01-06,Spring,2011,Jan,4,0,Thursday,1,Misty,0.16,0.197,64.0,0.0896,0,1,1,725,Low
2011-01-06,Spring,2011,Jan,5,0,Thursday,1,Misty,0.14,0.1818,69.0,0.0896,0,4,4,725,Low
2011-01-06,Spring,2011,Jan,6,0,Thursday,1,Misty,0.14,0.1667,63.0,0.1045,0,36,36,725,Low
2011-01-06,Spring,2011,Jan,7,0,Thursday,1,Misty,0.16,0.2273,59.0,0.0,0,95,95,725,Medium
2011-01-06,Spring,2011,Jan,8,0,Thursday,1,Clear,0.16,0.2273,59.0,0.0,3,216,219,725,High
2011-01-06,Spring,2011,Jan,9,0,Thursday,1,Misty,0.18,0.2424,51.0,0.0,6,116,122,725,Medium
2011-01-06,Spring,2011,Jan,10,0,Thursday,1,Clear,0.2,0.2576,47.0,0.0,3,42,45,725,Low
2011-01-06,Spring,2011,Jan,11,0,Thursday,1,Clear,0.22,0.2576,44.0,0.0896,2,57,59,725,Medium
2011-01-06,Spring,2011,Jan,12,0,Thursday,1,Clear,0.26,0.2879,35.0,0.0,6,78,84,725,Medium
2011-01-06,Spring,2011,Jan,13,0,Thursday,1,Clear,0.26,0.2727,35.0,0.1045,12,55,67,725,Medium
2011-01-06,Spring,2011,Jan,14,0,Thursday,1,Clear,0.28,0.2727,36.0,0.1642,11,59,70,725,Medium
2011-01-06,Spring,2011,Jan,15,0,Thursday,1,Clear,0.28,0.2727,36.0,0.0,8,54,62,725,Medium
2011-01-06,Spring,2011,Jan,16,0,Thursday,1,Clear,0.26,0.2576,38.0,0.1642,12,74,86,725,Medium
2011-01-06,Spring,2011,Jan,17,0,Thursday,1,Clear,0.22,0.2273,51.0,0.1642,9,163,172,725,High
2011-01-06,Spring,2011,Jan,18,0,Thursday,1,Clear,0.22,0.2273,51.0,0.1343,5,158,163,725,High
2011-01-06,Spring,2011,Jan,19,0,Thursday,1,Clear,0.22,0.2576,55.00000000000001,0.0896,3,109,112,725,Medium
2011-01-06,Spring,2011,Jan,20,0,Thursday,1,Clear,0.2,0.2121,51.0,0.1642,3,66,69,725,Medium
2011-01-06,Spring,2011,Jan,21,0,Thursday,1,Misty,0.22,0.2121,55.00000000000001,0.2239,0,48,48,725,Low
2011-01-06,Spring,2011,Jan,22,0,Thursday,1,Misty,0.22,0.2121,51.0,0.2836,1,51,52,725,Medium
2011-01-06,Spring,2011,Jan,23,0,Thursday,1,Misty,0.2,0.197,59.0,0.194,4,19,23,725,Low
2011-01-07,Spring,2011,Jan,0,0,Friday,1,Misty,0.2,0.197,64.0,0.194,4,13,17,724,Low
2011-01-07,Spring,2011,Jan,1,0,Friday,1,Misty,0.2,0.197,69.0,0.2239,2,5,7,724,Low
2011-01-07,Spring,2011,Jan,2,0,Friday,1,Misty,0.2,0.197,69.0,0.2239,0,1,1,724,Low
2011-01-07,Spring,2011,Jan,4,0,Friday,1,Misty,0.2,0.2121,69.0,0.1343,0,1,1,724,Low
2011-01-07,Spring,2011,Jan,5,0,Friday,1,Light Rain,0.22,0.2727,55.00000000000001,0.0,0,5,5,724,Low
2011-01-07,Spring,2011,Jan,6,0,Friday,1,Misty,0.2,0.2576,69.0,0.0,8,26,34,724,Low
2011-01-07,Spring,2011,Jan,7,0,Friday,1,Clear,0.2,0.2121,69.0,0.1343,8,76,84,724,Medium
2011-01-07,Spring,2011,Jan,8,0,Friday,1,Clear,0.2,0.197,51.0,0.2537,20,190,210,724,High
2011-01-07,Spring,2011,Jan,9,0,Friday,1,Clear,0.2,0.1818,47.0,0.2985,9,125,134,724,Medium
2011-01-07,Spring,2011,Jan,10,0,Friday,1,Clear,0.22,0.197,37.0,0.3284,16,47,63,724,Medium
2011-01-07,Spring,2011,Jan,11,0,Friday,1,Misty,0.2,0.197,40.0,0.2239,19,48,67,724,Medium
2011-01-07,Spring,2011,Jan,12,0,Friday,1,Misty,0.2,0.197,37.0,0.2537,9,50,59,724,Medium
2011-01-07,Spring,2011,Jan,13,0,Friday,1,Misty,0.2,0.1818,37.0,0.2836,9,64,73,724,Medium
2011-01-07,Spring,2011,Jan,14,0,Friday,1,Misty,0.2,0.197,40.0,0.2537,7,43,50,724,Low
2011-01-07,Spring,2011,Jan,15,0,Friday,1,Misty,0.2,0.2121,37.0,0.1642,9,63,72,724,Medium
2011-01-07,Spring,2011,Jan,16,0,Friday,1,Misty,0.2,0.2121,37.0,0.1642,5,82,87,724,Medium
2011-01-07,Spring,2011,Jan,17,0,Friday,1,Misty,0.2,0.2576,37.0,0.0,9,178,187,724,High
2011-01-07,Spring,2011,Jan,18,0,Friday,1,Clear,0.2,0.2273,40.0,0.0896,7,116,123,724,Medium
2011-01-07,Spring,2011,Jan,19,0,Friday,1,Clear,0.16,0.197,55.00000000000001,0.0896,3,92,95,724,Medium
2011-01-07,Spring,2011,Jan,20,0,Friday,1,Clear,0.18,0.2121,47.0,0.1045,1,50,51,724,Medium
2011-01-07,Spring,2011,Jan,21,0,Friday,1,Clear,0.18,0.197,47.0,0.1343,0,39,39,724,Low
2011-01-07,Spring,2011,Jan,22,0,Friday,1,Misty,0.18,0.197,43.0,0.1642,2,34,36,724,Low
2011-01-07,Spring,2011,Jan,23,0,Friday,1,Misty,0.18,0.197,51.0,0.1642,1,14,15,724,Low
2011-01-08,Spring,2011,Jan,0,0,Saturday,0,Misty,0.18,0.197,51.0,0.1642,1,24,25,723,Low
2011-01-08,Spring,2011,Jan,1,0,Saturday,0,Misty,0.18,0.2121,55.00000000000001,0.0896,1,15,16,723,Low
2011-01-08,Spring,2011,Jan,2,0,Saturday,0,Misty,0.18,0.2424,55.00000000000001,0.0,3,13,16,723,Low
2011-01-08,Spring,2011,Jan,3,0,Saturday,0,Light Rain,0.18,0.197,55.00000000000001,0.1642,0,7,7,723,Low
2011-01-08,Spring,2011,Jan,4,0,Saturday,0,Light Rain,0.18,0.197,55.00000000000001,0.1642,0,1,1,723,Low
2011-01-08,Spring,2011,Jan,5,0,Saturday,0,Misty,0.16,0.1667,74.0,0.1642,0,5,5,723,Low
2011-01-08,Spring,2011,Jan,6,0,Saturday,0,Misty,0.16,0.1667,74.0,0.1642,0,2,2,723,Low
2011-01-08,Spring,2011,Jan,7,0,Saturday,0,Misty,0.16,0.1818,74.0,0.1045,1,8,9,723,Low
2011-01-08,Spring,2011,Jan,8,0,Saturday,0,Light Rain,0.16,0.1818,93.0,0.1045,0,15,15,723,Low
2011-01-08,Spring,2011,Jan,9,0,Saturday,0,Light Rain,0.16,0.1818,93.0,0.1045,0,20,20,723,Low
2011-01-08,Spring,2011,Jan,10,0,Saturday,0,Misty,0.18,0.197,80.0,0.1642,5,56,61,723,Medium
2011-01-08,Spring,2011,Jan,11,0,Saturday,0,Misty,0.2,0.1818,69.0,0.3881,2,60,62,723,Medium
2011-01-08,Spring,2011,Jan,12,0,Saturday,0,Misty,0.2,0.1818,59.0,0.3582,8,90,98,723,Medium
2011-01-08,Spring,2011,Jan,13,0,Saturday,0,Clear,0.2,0.1818,44.0,0.3284,7,95,102,723,Medium
2011-01-08,Spring,2011,Jan,14,0,Saturday,0,Clear,0.2,0.1667,32.0,0.4925,12,83,95,723,Medium
2011-01-08,Spring,2011,Jan,15,0,Saturday,0,Clear,0.2,0.1667,32.0,0.4478,5,69,74,723,Medium
2011-01-08,Spring,2011,Jan,16,0,Saturday,0,Clear,0.18,0.1364,28.999999999999996,0.4478,8,68,76,723,Medium
2011-01-08,Spring,2011,Jan,17,0,Saturday,0,Clear,0.16,0.1212,37.0,0.5522,5,64,69,723,Medium
2011-01-08,Spring,2011,Jan,18,0,Saturday,0,Clear,0.14,0.1212,39.0,0.2985,3,52,55,723,Medium
2011-01-08,Spring,2011,Jan,19,0,Saturday,0,Clear,0.14,0.1212,36.0,0.2537,4,26,30,723,Low
2011-01-08,Spring,2011,Jan,20,0,Saturday,0,Clear,0.12,0.1212,36.0,0.2537,0,28,28,723,Low
2011-01-08,Spring,2011,Jan,21,0,Saturday,0,Clear,0.12,0.1061,39.0,0.3582,2,35,37,723,Low
2011-01-08,Spring,2011,Jan,22,0,Saturday,0,Clear,0.12,0.1061,36.0,0.3881,1,33,34,723,Low
2011-01-08,Spring,2011,Jan,23,0,Saturday,0,Clear,0.1,0.0606,39.0,0.4478,0,22,22,723,Low
2011-01-09,Spring,2011,Jan,0,0,Sunday,0,Clear,0.1,0.0758,42.0,0.3881,1,24,25,722,Low
2011-01-09,Spring,2011,Jan,1,0,Sunday,0,Clear,0.1,0.0606,42.0,0.4627,0,12,12,722,Low
2011-01-09,Spring,2011,Jan,2,0,Sunday,0,Clear,0.1,0.0606,46.0,0.4627,0,11,11,722,Low
2011-01-09,Spring,2011,Jan,3,0,Sunday,0,Clear,0.1,0.0758,46.0,0.4179,0,4,4,722,Low
2011-01-09,Spring,2011,Jan,4,0,Sunday,0,Clear,0.08,0.0909,53.0,0.194,0,1,1,722,Low
2011-01-09,Spring,2011,Jan,5,0,Sunday,0,Clear,0.08,0.0909,53.0,0.194,0,1,1,722,Low
2011-01-09,Spring,2011,Jan,6,0,Sunday,0,Clear,0.1,0.0909,49.0,0.2836,0,1,1,722,Low
2011-01-09,Spring,2011,Jan,7,0,Sunday,0,Clear,0.08,0.0909,53.0,0.194,1,5,6,722,Low
2011-01-09,Spring,2011,Jan,8,0,Sunday,0,Clear,0.1,0.0909,49.0,0.2836,0,10,10,722,Low
2011-01-09,Spring,2011,Jan,9,0,Sunday,0,Clear,0.12,0.0758,46.0,0.5224,0,19,19,722,Low
2011-01-09,Spring,2011,Jan,10,0,Sunday,0,Clear,0.14,0.1061,43.0,0.3881,0,49,49,722,Low
2011-01-09,Spring,2011,Jan,11,0,Sunday,0,Clear,0.16,0.1212,40.0,0.5224,2,47,49,722,Low
2011-01-09,Spring,2011,Jan,12,0,Sunday,0,Clear,0.18,0.1364,37.0,0.4478,4,79,83,722,Medium
2011-01-09,Spring,2011,Jan,13,0,Sunday,0,Clear,0.2,0.1667,34.0,0.4478,6,69,75,722,Medium
2011-01-09,Spring,2011,Jan,14,0,Sunday,0,Clear,0.22,0.1818,32.0,0.4627,8,64,72,722,Medium
2011-01-09,Spring,2011,Jan,15,0,Sunday,0,Clear,0.22,0.197,35.0,0.3582,5,77,82,722,Medium
2011-01-09,Spring,2011,Jan,16,0,Sunday,0,Clear,0.2,0.1667,34.0,0.4478,13,79,92,722,Medium
2011-01-09,Spring,2011,Jan,17,0,Sunday,0,Clear,0.18,0.1515,37.0,0.3881,3,59,62,722,Medium
2011-01-09,Spring,2011,Jan,18,0,Sunday,0,Clear,0.16,0.1364,40.0,0.3284,4,44,48,722,Low
2011-01-09,Spring,2011,Jan,19,0,Sunday,0,Clear,0.16,0.1364,43.0,0.3284,1,40,41,722,Low
2011-01-09,Spring,2011,Jan,20,0,Sunday,0,Clear,0.14,0.1212,46.0,0.2537,0,38,38,722,Low
2011-01-09,Spring,2011,Jan,21,0,Sunday,0,Clear,0.14,0.1061,46.0,0.4179,1,19,20,722,Low
2011-01-09,Spring,2011,Jan,22,0,Sunday,0,Clear,0.14,0.1212,46.0,0.2985,5,10,15,722,Low
2011-01-09,Spring,2011,Jan,23,0,Sunday,0,Clear,0.12,0.1364,50.0,0.194,0,6,6,722,Low
2011-01-10,Spring,2011,Jan,0,0,Monday,1,Clear,0.12,0.1212,50.0,0.2836,2,3,5,721,Low
2011-01-10,Spring,2011,Jan,1,0,Monday,1,Clear,0.12,0.1212,50.0,0.2836,1,0,1,721,Low
2011-01-10,Spring,2011,Jan,2,0,Monday,1,Clear,0.12,0.1212,50.0,0.2239,0,3,3,721,Low
2011-01-10,Spring,2011,Jan,3,0,Monday,1,Clear,0.12,0.1212,50.0,0.2239,0,1,1,721,Low
2011-01-10,Spring,2011,Jan,4,0,Monday,1,Clear,0.1,0.1212,54.0,0.1343,1,2,3,721,Low
2011-01-10,Spring,2011,Jan,5,0,Monday,1,Clear,0.1,0.1061,54.0,0.2537,0,3,3,721,Low
2011-01-10,Spring,2011,Jan,6,0,Monday,1,Clear,0.12,0.1212,50.0,0.2836,0,31,31,721,Low
2011-01-10,Spring,2011,Jan,7,0,Monday,1,Clear,0.12,0.1212,50.0,0.2239,2,75,77,721,Medium
2011-01-10,Spring,2011,Jan,8,0,Monday,1,Misty,0.12,0.1212,50.0,0.2836,4,184,188,721,High
2011-01-10,Spring,2011,Jan,9,0,Monday,1,Misty,0.14,0.1212,50.0,0.2537,2,92,94,721,Medium
2011-01-10,Spring,2011,Jan,10,0,Monday,1,Misty,0.14,0.1212,50.0,0.2985,0,31,31,721,Low
2011-01-10,Spring,2011,Jan,11,0,Monday,1,Misty,0.16,0.1364,47.0,0.2836,2,28,30,721,Low
